start,end,verdict
1040830,1041070,1
1041070,1041310,1
1041310,1041550,1
1041550,1041790,1
1041790,1042030,1
1042030,1042270,1
1042270,1042510,1
1042510,1042750,1
1042750,1042990,1
1042990,1043230,1
1043230,1043470,1
1043470,1043710,1
1043710,1043950,1
1043950,1044190,1
1044190,1044430,1
1044430,1044670,1
1044670,1044910,1
1044910,1045150,1
1045150,1045390,1
1045390,1045630,1
1045630,1045870,1
1045870,1046110,1
1046110,1046350,1
1046350,1046590,1
1046590,1046830,1
1046830,1047070,1
1047070,1047310,1
1047310,1047550,1
1047550,1047790,1
1047790,1048030,1
1048030,1048270,1
1048270,1048510,1
1048510,1048750,1
1048750,1048990,1
1048990,1049230,1
1049230,1049470,1
1049470,1049710,1
1049710,1049950,1
1049950,1050190,1
1050190,1050430,1
1050430,1050670,1
1050670,1050910,1
1050910,1051150,1
1051150,1051390,1
1051390,1051630,1
1051630,1051870,1
1051870,1052110,1
1052110,1052350,1
1052350,1052590,1
1052590,1052830,1
1052830,1053070,1
1053070,1053310,1
1053310,1053550,1
1053550,1053790,1
1053790,1054030,1
1054030,1054270,1
1054270,1054510,1
1054510,1054750,0
1054750,1054990,0
1054990,1055230,0
1055230,1055470,0
1055470,1055710,0
1055710,1055950,0
1055950,1056190,0
1056190,1056430,0
1056430,1056670,0
1056670,1056910,0
1056910,1057150,0
1057150,1057390,0
1057390,1057630,0
1057630,1057870,0
1057870,1058110,0
1058110,1058350,0
1058350,1058590,0
1058590,1058830,0
1058830,1059070,0
1059070,1059310,0
1059310,1059550,0
1059550,1059790,0
1059790,1060030,0
1060030,1060270,0
1060270,1060510,0
1060510,1060750,0
1060750,1060990,0
1060990,1061230,0
1061230,1061470,0
1061470,1061710,0
1061710,1061950,0
1061950,1062190,0
1062190,1062430,0
1062430,1062670,0
1062670,1062910,0
1062910,1063150,0
1063150,1063390,0
1063390,1063630,0
1063630,1063870,0
1063870,1064110,0
1064110,1064350,0
1064350,1064590,0
1064590,1064830,0
1064830,1065070,0
1065070,1065310,0
1065310,1065550,0
1065550,1065790,0
1065790,1066030,0
1066030,1066270,0
1066270,1066510,0
1066510,1066750,0
1066750,1066990,0
1066990,1067230,0
1067230,1067470,0
1067470,1067710,0
1067710,1067950,0
1067950,1068190,0
1068190,1068430,0
1068430,1068670,0
1068670,1068910,0
1068910,1069150,0
1069150,1069390,0
1069390,1069630,0
1069630,1069870,0
1069870,1070110,0
1070110,1070350,0
1070350,1070590,0
1070590,1070830,0
1070830,1071070,0
1071070,1071310,0
1071310,1071550,0
1071550,1071790,0
1071790,1072030,0
1072030,1072270,0
1072270,1072510,0
1072510,1072750,0
1072750,1072990,0
1072990,1073230,0
1073230,1073470,0
1073470,1073710,0
1073710,1073950,0
1073950,1074190,0
1074190,1074430,0
1074430,1074670,0
1074670,1074910,0
1074910,1075150,0
1075150,1075390,0
1075390,1075630,0
1075630,1075870,0
1075870,1076110,0
1076110,1076350,0
1076350,1076590,0
1076590,1076830,0
1076830,1077070,0
1077070,1077310,0
1077310,1077550,0
1077550,1077790,0
1077790,1078030,0
1078030,1078270,0
1078270,1078510,0
1078510,1078750,0
1078750,1078990,0
1078990,1079230,0
1079230,1079470,0
1079470,1079710,0
1079710,1079950,0
1079950,1080190,0
1080190,1080430,0
1080430,1080670,0
1080670,1080910,0
1080910,1081150,0
1081150,1081390,0
1081390,1081630,0
1081630,1081870,0
1081870,1082110,0
1082110,1082350,0
1082350,1082590,0
1082590,1082830,0
1082830,1083070,0
1083070,1083310,0
1083310,1083550,0
1083550,1083790,0
1083790,1084030,0
1084030,1084270,0
1084270,1084510,0
1084510,1084750,0
1084750,1084990,0
1084990,1085230,0
1085230,1085470,0
1085470,1085710,0
1085710,1085950,0
1085950,1086190,0
1086190,1086430,0
1086430,1086670,0
1086670,1086910,0
1086910,1087150,0
1087150,1087390,0
1087390,1087630,0
1087630,1087870,0
1087870,1088110,0
1088110,1088350,0
1088350,1088590,0
1088590,1088830,0
1088830,1089070,0
1089070,1089310,0
1089310,1089550,0
1089550,1089790,0
1089790,1090030,0
1090030,1090270,0
1090270,1090510,0
1090510,1090750,0
1090750,1090990,0
1090990,1091230,0
1091230,1091470,0
1091470,1091710,0
1091710,1091950,0
1091950,1092190,0
1092190,1092430,0
1092430,1092670,0
1092670,1092910,0
1092910,1093150,0
1093150,1093390,0
1093390,1093630,0
1093630,1093870,0
1093870,1094110,0
1094110,1094350,0
1094350,1094590,0
1094590,1094830,0
1094830,1095070,0
1095070,1095310,0
1095310,1095550,0
1095550,1095790,0
1095790,1096030,0
1096030,1096270,0
1096270,1096510,0
1096510,1096750,0
1096750,1096990,0
1096990,1097230,0
1097230,1097470,0
1097470,1097710,0
1097710,1097950,0
1097950,1098190,0
1098190,1098430,0
1098430,1098670,0
1098670,1098910,0
1098910,1099150,0
1099150,1099390,0
1099390,1099630,0
1099630,1099870,0
1099870,1100110,0
1100110,1100350,0
1100350,1100590,0
1100590,1100830,0
1100830,1101070,0
1101070,1101310,0
1101310,1101550,0
1101550,1101790,0
1101790,1102030,0
1102030,1102270,0
1102270,1102510,0
1102510,1102750,0
1102750,1102990,0
1102990,1103230,0
1103230,1103470,0
1103470,1103710,0
1103710,1103950,0
1103950,1104190,0
1104190,1104430,0
1104430,1104670,0
1104670,1104910,0
1104910,1105150,0
1105150,1105390,0
1105390,1105630,0
1105630,1105870,0
1105870,1106110,0
1106110,1106350,0
1106350,1106590,0
1106590,1106830,0
1106830,1107070,0
1107070,1107310,0
1107310,1107550,0
1107550,1107790,0
1107790,1108030,0
1108030,1108270,0
1108270,1108510,0
1108510,1108750,0
1108750,1108990,0
1108990,1109230,0
1109230,1109470,0
1109470,1109710,0
1109710,1109950,0
1109950,1110190,0
1110190,1110430,0
1110430,1110670,0
1110670,1110910,0
1110910,1111150,0
1111150,1111390,0
1111390,1111630,0
1111630,1111870,0
1111870,1112110,0
1112110,1112350,0
1112350,1112590,0
1112590,1112830,0
1112830,1113070,0
1113070,1113310,0
1113310,1113550,0
1113550,1113790,0
1113790,1114030,0
1114030,1114270,0
1114270,1114510,0
